strategy,regime_mode,add_policy,max_hold,ticker,symbol,market,name,setup_id,entry_time,starting_equity,slippage_ticks,planned_seed,reserved_risk,structural_stop,active_stop,raw_first_entry,first_entry,R,level,touches,shares,cash_out,cash_in,buy_notional,sell_notional,commissions,taxes,added20,added60,entry_i,bars_held,last_mark,mfe_R,mae_R,peak_price,trail_pct,trail_samples,trail_armed,exit_time,exit_raw_price,exit_reason,status,pnl,fill_count,fill_detail,event_detail
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,043|267260.KS,267260,KOSPI,HD현대일렉트릭,KRLEVEL_RR|267260|5T|2046|2052|2054,2025-01-07 02:00:00+00:00,5000000,1,1008498.2495000002,43552.351980449705,379377.0078988141,396500.0,396000.0,396500.0,17122.992101185897,395000.0,5,0,793118.95,790693.2,793000.0,792000.0,237.74999999999997,1188.0,False,False,2056,17,406000.0,1.2264211696123828,-0.3212055444222907,417500.0,0.06,50,True,2025-01-10 00:00:00+00:00,396500.0,stop,BE_OR_WIN,-2425.75,1,"[{""time"": ""2025-01-07 02:00:00+00:00"", ""raw_price"": 396000.0, ""price"": 396500.0, ""shares"": 2, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-01-10 00:00:00+00:00"", ""raw_price"": 396500.0, ""price"": 396000.0, ""shares"": 2, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 118.79999999999998, ""stt"": 0.0, ""rural_tax"": 1188.0}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,039|096770.KS,096770,KOSPI,SK이노베이션,KRLEVEL_RR|096770|3T|2243|2247|2249,2025-02-26 05:00:00+00:00,5000000,1,1008013.0995000001,22005.02391030259,127651.17231936876,127651.17231936876,130400.0,130500.0,2848.827680631235,129800.0,3,0,913637.025,891027.375,913500.0,892500.0,270.9,1338.75,False,False,2251,13,128600.0,0.3510215822455161,-0.8775539556137902,131500.0,0.05131508492364368,52,False,2025-02-28 05:00:00+00:00,127651.17231936876,stop,LOSS,-22609.650000000023,1,"[{""time"": ""2025-02-26 05:00:00+00:00"", ""raw_price"": 130400.0, ""price"": 130500.0, ""shares"": 7, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-02-28 05:00:00+00:00"", ""raw_price"": 127651.17231936876, ""price"": 127500.0, ""shares"": 7, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 133.875, ""stt"": 0.0, ""rural_tax"": 1338.75}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,049|373220.KS,373220,KOSPI,LG에너지솔루션,KRLEVEL_RR|373220|2T|2336|2338|2339,2025-03-20 05:00:00+00:00,5000000,1,1003491.1695000001,32393.09354762022,324186.06693483936,324186.06693483936,334500.0,335000.0,10813.933065160643,332500.0,2,0,670100.5,645932.45,670000.0,647000.0,197.54999999999998,970.5,False,False,2341,2,334000.0,0.0924732929244504,-0.1387099393866756,336000.0,0.06,50,False,2025-03-21 00:00:00+00:00,324186.06693483936,stop,LOSS,-24168.050000000047,1,"[{""time"": ""2025-03-20 05:00:00+00:00"", ""raw_price"": 334500.0, ""price"": 335000.0, ""shares"": 2, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-03-21 00:00:00+00:00"", ""raw_price"": 324186.06693483936, ""price"": 323500.0, ""shares"": 2, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 97.05, ""stt"": 0.0, ""rural_tax"": 970.5}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,004|003550.KS,003550,KOSPI,LG,KRLEVEL_RR|003550|2T|2508|2511|2512,2025-04-30 05:00:00+00:00,5000000,1,998657.5595000001,27447.517082438437,64575.03495874362,66684.56375838927,66250.0,66400.0,1824.9650412563788,65900.0,2,0,996149.4,1027302.15,996000.0,1029000.0,303.75,1543.5,False,False,2515,26,68700.0,1.4246848247624821,-0.32877342109903435,69000.0,0.03355704697986577,51,True,2025-05-12 00:00:00+00:00,68700.0,time,TIME,31152.75,1,"[{""time"": ""2025-04-30 05:00:00+00:00"", ""raw_price"": 66250.0, ""price"": 66400.0, ""shares"": 15, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-05-12 00:00:00+00:00"", ""raw_price"": 68700.0, ""price"": 68600.0, ""shares"": 15, ""reason"": ""time"", ""slippage_ticks"": 1, ""commission"": 154.35, ""stt"": 0.0, ""rural_tax"": 1543.5}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,037|068270.KS,068270,KOSPI,셀트리온,KRLEVEL_RR|068270|2T|2657|2663|2665,2025-06-12 01:00:00+00:00,5000000,1,1004888.1095000001,25332.925091380486,150312.6646716573,150312.6646716573,154095.25,154200.0,3887.335328342713,153523.8203125,2,0,925338.78,923074.41,925200.0,924600.0,277.47,1386.9,False,False,2667,26,154285.71875,0.8795388643401773,-0.663938895670299,157619.0625,0.043162746976940634,58,False,2025-06-18 02:00:00+00:00,154285.71875,time,TIME,-2264.3699999999953,1,"[{""time"": ""2025-06-12 01:00:00+00:00"", ""raw_price"": 154095.25, ""price"": 154200.0, ""shares"": 6, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-06-18 02:00:00+00:00"", ""raw_price"": 154285.71875, ""price"": 154100.0, ""shares"": 6, ""reason"": ""time"", ""slippage_ticks"": 1, ""commission"": 138.69, ""stt"": 0.0, ""rural_tax"": 1386.9}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,011|009540.KS,009540,KOSPI,HD한국조선해양,KRLEVEL_RR|009540|2T|2704|2710|2711,2025-06-23 05:00:00+00:00,5000000,1,1004435.2355000001,32786.6701222768,364694.0053482439,379213.8783907345,376500.0,377000.0,12305.994651756075,374000.0,2,0,754113.1,755750.95,754000.0,757000.0,226.64999999999998,1135.5,False,False,2713,8,393500.0,1.7064853832845834,-0.20315302181959327,398000.0,0.04720131057604388,50,True,2025-06-25 00:00:00+00:00,379213.8783907345,stop,BE_OR_WIN,1637.8499999999767,1,"[{""time"": ""2025-06-23 05:00:00+00:00"", ""raw_price"": 376500.0, ""price"": 377000.0, ""shares"": 2, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-06-25 00:00:00+00:00"", ""raw_price"": 379213.8783907345, ""price"": 378500.0, ""shares"": 2, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 113.55, ""stt"": 0.0, ""rural_tax"": 1135.5}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,043|267260.KS,267260,KOSPI,HD현대일렉트릭,KRLEVEL_RR|267260|3T|2866|2872|2873,2025-07-30 05:00:00+00:00,5000000,1,1004762.8055000002,27489.80844966072,483402.3282662394,483402.3282662394,496500.0,497000.0,13597.671733760624,495000.0,3,0,994149.1,963407.75,994000.0,965000.0,293.85,1447.5,False,False,2875,9,486500.0,0.7354200186471453,-0.9192750233089317,507000.0,0.06,50,False,2025-08-01 01:00:00+00:00,483402.3282662394,stop,LOSS,-30741.349999999977,1,"[{""time"": ""2025-07-30 05:00:00+00:00"", ""raw_price"": 496500.0, ""price"": 497000.0, ""shares"": 2, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-08-01 01:00:00+00:00"", ""raw_price"": 483402.3282662394, ""price"": 482500.0, ""shares"": 2, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 144.75, ""stt"": 0.0, ""rural_tax"": 1447.5}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,002|000810.KS,000810,KOSPI,삼성화재,KRLEVEL_RR|000810|2T|2895|2897|2898,2025-08-06 02:00:00+00:00,5000000,1,899392.7655931828,49930.726775,410850.5216207738,410850.5216207738,434500.0,435000.0,24149.478379226173,432500.0,2,0,870130.5,876551.3,870000.0,878000.0,262.2,1317.0,False,False,2902,26,439500.0,0.47620076174781945,-0.1242262856733442,446500.0,0.03848503001045374,56,False,2025-08-12 03:00:00+00:00,439500.0,time,TIME,6420.800000000047,1,"[{""time"": ""2025-08-06 02:00:00+00:00"", ""raw_price"": 434500.0, ""price"": 435000.0, ""shares"": 2, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-08-12 03:00:00+00:00"", ""raw_price"": 439500.0, ""price"": 439000.0, ""shares"": 2, ""reason"": ""time"", ""slippage_ticks"": 1, ""commission"": 131.7, ""stt"": 0.0, ""rural_tax"": 1317.0}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,038|086790.KS,086790,KOSPI,하나금융지주,KRLEVEL_RR|086790|2T|3201|3205|3206,2025-10-24 03:00:00+00:00,5000000,1,999898.6955,15101.41494759399,86867.92025594978,88200.0,88100.0,88200.0,1332.079744050221,88000.0,2,0,970345.53,967500.985,970200.0,969100.0,290.895,1453.65,False,False,3209,5,89100.0,1.6515527766459732,-0.4504234845398109,90400.0,0.03471444568868981,51,True,2025-10-27 01:00:00+00:00,88200.0,stop,BE_OR_WIN,-2844.545000000042,1,"[{""time"": ""2025-10-24 03:00:00+00:00"", ""raw_price"": 88100.0, ""price"": 88200.0, ""shares"": 11, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-10-27 01:00:00+00:00"", ""raw_price"": 88200.0, ""price"": 88100.0, ""shares"": 11, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 145.36499999999998, ""stt"": 0.0, ""rural_tax"": 1453.65}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,024|030200.KS,030200,KOSPI,KT,KRLEVEL_RR|030200|3T|3285|3288|3289,2025-11-13 02:00:00+00:00,5000000,1,999329.7865,24689.20374532944,48423.35892263469,48423.35892263469,49600.0,49650.0,1226.6410773653115,49500.0,3,0,993148.95,987368.15,993000.0,989000.0,297.29999999999995,1483.5,False,False,3291,26,49500.0,0.6929492381143026,-0.6114257983361494,50500.0,0.03780656702637197,34,False,2025-11-19 03:00:00+00:00,49500.0,time,TIME,-5780.79999999993,1,"[{""time"": ""2025-11-13 02:00:00+00:00"", ""raw_price"": 49600.0, ""price"": 49650.0, ""shares"": 20, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-11-19 03:00:00+00:00"", ""raw_price"": 49500.0, ""price"": 49450.0, ""shares"": 20, ""reason"": ""time"", ""slippage_ticks"": 1, ""commission"": 148.35, ""stt"": 0.0, ""rural_tax"": 1483.5}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,007|005490.KS,005490,KOSPI,POSCO홀딩스,KRLEVEL_RR|005490|2T|3415|3418|3420,2025-12-15 01:00:00+00:00,5000000,1,998173.6265000001,33425.07520598281,309284.405255808,309284.405255808,319500.0,320000.0,10715.594744192029,318000.0,2,0,960144.0,923972.925,960000.0,925500.0,282.825,1388.25,False,False,3422,8,310500.0,0.0,-0.8865583504031921,320000.0,0.04414106379205013,53,False,2025-12-16 02:00:00+00:00,309284.405255808,stop,LOSS,-36171.07499999995,1,"[{""time"": ""2025-12-15 01:00:00+00:00"", ""raw_price"": 319500.0, ""price"": 320000.0, ""shares"": 3, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2025-12-16 02:00:00+00:00"", ""raw_price"": 309284.405255808, ""price"": 308500.0, ""shares"": 3, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 138.825, ""stt"": 0.0, ""rural_tax"": 1388.25}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,006|005380.KS,005380,KOSPI,현대차,KRLEVEL_RR|005380|2T|3618|3621|3623,2026-02-05 01:00:00+00:00,5000000,1,842277.6914337699,49546.970575,470587.50868097995,470587.50868097995,499500.0,500000.0,29412.491319020046,497750.0,2,0,500075.0,467991.65,500000.0,469000.0,145.35,938.0,False,False,3625,5,469500.0,0.06799832011192702,-0.560986140923398,502000.0,0.06,55,False,2026-02-06 00:00:00+00:00,469500.0,gap_stop,LOSS,-32083.349999999977,1,"[{""time"": ""2026-02-05 01:00:00+00:00"", ""raw_price"": 499500.0, ""price"": 500000.0, ""shares"": 1, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2026-02-06 00:00:00+00:00"", ""raw_price"": 469500.0, ""price"": 469000.0, ""shares"": 1, ""reason"": ""gap_stop"", ""slippage_ticks"": 1, ""commission"": 70.35, ""stt"": 234.5, ""rural_tax"": 703.5}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,008|005930.KS,005930,KOSPI,삼성전자,KRLEVEL_RR|005930|2T|3636|3640|3642,2026-02-10 03:00:00+00:00,5000000,1,513651.83530799835,49226.137075000006,150905.03665505044,181860.8039945657,166800.0,166900.0,15994.96334494956,166550.0,2,0,500775.105,563685.465,500700.0,564900.0,159.83999999999997,1129.8,False,False,3645,26,188400.0,1.5004723350977884,-0.3063464350824652,190900.0,0.04735042433438607,54,True,2026-02-19 04:00:00+00:00,188400.0,time,TIME,62910.359999999986,1,"[{""time"": ""2026-02-10 03:00:00+00:00"", ""raw_price"": 166800.0, ""price"": 166900.0, ""shares"": 3, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2026-02-19 04:00:00+00:00"", ""raw_price"": 188400.0, ""price"": 188300.0, ""shares"": 3, ""reason"": ""time"", ""slippage_ticks"": 1, ""commission"": 84.735, ""stt"": 282.45, ""rural_tax"": 847.35}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,016|012330.KS,012330,KOSPI,현대모비스,KRLEVEL_RR|012330|5T|3678|3682|3684,2026-02-24 02:00:00+00:00,5000000,1,997104.8135000002,41562.522037082745,431721.7171914136,492560.0,450000.0,450500.0,18778.282808586373,446500.0,5,0,901135.15,981884.4,901000.0,984000.0,282.75,1968.0,False,False,3686,18,501000.0,3.9140959133064133,-0.07987950843482476,524000.0,0.06,57,True,2026-02-27 01:00:00+00:00,492560.0,stop,BE_OR_WIN,80749.25,1,"[{""time"": ""2026-02-24 02:00:00+00:00"", ""raw_price"": 450000.0, ""price"": 450500.0, ""shares"": 2, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2026-02-27 01:00:00+00:00"", ""raw_price"": 492560.0, ""price"": 492000.0, ""shares"": 2, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 147.6, ""stt"": 492.0, ""rural_tax"": 1476.0}]"
V034|STRUCTURAL|ASC|5M|1T,STRUCTURAL,DIRECT,26,018|0126Z0.KS,0126Z0,KOSPI,삼성에피스홀딩스,KRLEVEL_RR|0126Z0|4T|540|542|544,2026-04-13 02:00:00+00:00,5000000,1,816179.9736275119,50662.73317500001,513984.0002487361,592200.0,547000.0,548000.0,34015.99975126388,543500.0,4,0,548082.2,589729.35,548000.0,591000.0,170.84999999999997,1182.0,False,False,547,23,606000.0,2.410630309254787,-0.38217309780868575,630000.0,0.06,55,True,2026-04-17 00:00:00+00:00,592200.0,stop,BE_OR_WIN,41647.15000000002,1,"[{""time"": ""2026-04-13 02:00:00+00:00"", ""raw_price"": 547000.0, ""price"": 548000.0, ""shares"": 1, ""fraction"": 1.0, ""reason"": ""starter"", ""slippage_ticks"": 1}]","[{""time"": ""2026-04-17 00:00:00+00:00"", ""raw_price"": 592200.0, ""price"": 591000.0, ""shares"": 1, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 88.64999999999999, ""stt"": 295.5, ""rural_tax"": 886.5}]"
